product_code,plant_code,segment_code,customer_code,product_name,cost_band,unit_price,unit_cost,unit_profit,margin_rate,sales_volume,segment_name,market_size,market_size_after_1y,cagr,current_share,strategy_type,total_profit,total_qty_per_pps,segment_total_qty,plant_total_qty,total_sales_qty,plant_capacity,total_sales_target
P019,B,oil_gas,Customer_C,Product_019,high,137733.74,84412.91,53320.83,0.387,4267,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,227519981.61,4267,122541,225723,482259,204000,504000
P019,B,others,Customer_D,Product_019,high,95839.27,83656.73,12182.54,0.127,4146,Others,126000,123480,-0.02,0.2,reduction,50508810.84,4146,119898,225723,482259,204000,504000
P020,A,industrial,Customer_G,Product_020,high,88684.49,81206.71,7477.78,0.084,2174,Industrial,1008000,997920,-0.01,0.2,withdrawal,16256693.719999999,4348,118385,256536,482259,300000,504000
P020,A,industrial,Customer_J,Product_020,high,97362.3,74924.18,22438.12,0.23,2174,Industrial,1008000,997920,-0.01,0.2,withdrawal,48780472.879999995,4348,118385,256536,482259,300000,504000
P020,A,electronics,Customer_B,Product_020,high,102776.93,78013.24,24763.69,0.241,1446,Electronics,630000,648900,0.03,0.2,maintain,35808295.739999995,2892,121435,256536,482259,300000,504000
P020,A,electronics,Customer_I,Product_020,high,110028.46,80020.52,30007.94,0.273,1446,Electronics,630000,648900,0.03,0.2,maintain,43391481.239999995,2892,121435,256536,482259,300000,504000
P020,A,oil_gas,Customer_H,Product_020,high,113933.37,78261.79,35671.58,0.313,2380,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,84898360.4,4760,122541,256536,482259,300000,504000
P020,A,oil_gas,Customer_I,Product_020,high,118851.96,74306.08,44545.88,0.375,2380,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,106019194.39999999,4760,122541,256536,482259,300000,504000
P020,A,others,Customer_H,Product_020,high,83315.43,78467.86,4847.57,0.058,2008,Others,126000,123480,-0.02,0.2,reduction,9733920.559999999,2008,119898,256536,482259,300000,504000
P020,B,industrial,Customer_G,Product_020,high,101365.02,83463.71,17901.31,0.177,2130,Industrial,1008000,997920,-0.01,0.2,withdrawal,38129790.300000004,4260,118385,225723,482259,204000,504000
P020,B,industrial,Customer_J,Product_020,high,100918.98,86686.15,14232.83,0.141,2130,Industrial,1008000,997920,-0.01,0.2,withdrawal,30315927.9,4260,118385,225723,482259,204000,504000
P020,B,electronics,Customer_J,Product_020,high,110490.76,82319.39,28171.37,0.255,2383,Electronics,630000,648900,0.03,0.2,maintain,67132374.71,4766,121435,225723,482259,204000,504000
P020,B,electronics,Customer_F,Product_020,high,113502.57,86269.4,27233.17,0.24,2383,Electronics,630000,648900,0.03,0.2,maintain,64896644.11,4766,121435,225723,482259,204000,504000
P020,B,oil_gas,Customer_H,Product_020,high,132888.96,85889.33,46999.63,0.354,936,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,43991653.68,1872,122541,225723,482259,204000,504000
P020,B,oil_gas,Customer_I,Product_020,high,142037.76,84449.1,57588.66,0.405,936,Oil & Gas,756000,793800,0.05,0.2,aggressive_expansion,53902985.760000005,1872,122541,225723,482259,204000,504000
P020,B,others,Customer_D,Product_020,high,89489.36,82165.27,7324.09,0.082,798,Others,126000,123480,-0.02,0.2,reduction,5844623.82,1596,119898,225723,482259,204000,504000
P020,B,others,Customer_H,Product_020,high,99245.32,80751.92,18493.4,0.186,798,Others,126000,123480,-0.02,0.2,reduction,14757733.200000001,1596,119898,225723,482259,204000,504000
